/ASR_Kmeans/data/clips
common_voice_en_125399.wav	127104
common_voice_en_265829.wav	69120
common_voice_en_21162316.wav	95232
common_voice_en_19652891.wav	104448
common_voice_en_19351145.wav	64896
common_voice_en_18198686.wav	96384
common_voice_en_26841931.wav	84672
common_voice_en_19961022.wav	77568
common_voice_en_21773347.wav	115968
common_voice_en_19451160.wav	72960
common_voice_en_26110325.wav	93312
common_voice_en_26952700.wav	88128
common_voice_en_22559121.wav	90240
common_voice_en_23594818.wav	96000
common_voice_en_27142451.wav	86400
common_voice_en_26945291.wav	126720
common_voice_en_19956821.wav	49920
common_voice_en_25378342.wav	97344
common_voice_en_17758449.wav	100608
common_voice_en_17904989.wav	90240
common_voice_en_18342344.wav	127872
common_voice_en_633986.wav	155520
common_voice_en_17738456.wav	160512
common_voice_en_17942076.wav	71808
common_voice_en_18733679.wav	86400
common_voice_en_18733382.wav	101760
common_voice_en_27222194.wav	62208
common_voice_en_20140424.wav	96384
common_voice_en_572305.wav	88320
common_voice_en_15757435.wav	46080
common_voice_en_934751.wav	68736
common_voice_en_22266991.wav	48000
common_voice_en_26950398.wav	130176
common_voice_en_18273546.wav	58752
common_voice_en_18211915.wav	55680
common_voice_en_620329.wav	80640
common_voice_en_19940951.wav	57600
common_voice_en_20631954.wav	74880
common_voice_en_18339394.wav	102912
common_voice_en_19953165.wav	94080
common_voice_en_20263456.wav	121728
common_voice_en_17394527.wav	84480
common_voice_en_19544027.wav	72960
common_voice_en_25002074.wav	85824
common_voice_en_26185177.wav	77760
common_voice_en_19757703.wav	114432
common_voice_en_22326107.wav	46080
common_voice_en_2127639.wav	46080
common_voice_en_19685105.wav	84096
common_voice_en_17768667.wav	124032
common_voice_en_22009390.wav	97920
common_voice_en_25467856.wav	119232
common_voice_en_17934372.wav	49920
common_voice_en_23907754.wav	101760
common_voice_en_18974670.wav	74880
common_voice_en_26954024.wav	96192
common_voice_en_4776612.wav	74112
common_voice_en_19779226.wav	92544
common_voice_en_600880.wav	190848
common_voice_en_17850548.wav	122496
common_voice_en_19933803.wav	114048
common_voice_en_18945361.wav	121344
common_voice_en_540956.wav	46464
common_voice_en_17845943.wav	100608
common_voice_en_19736952.wav	89472
common_voice_en_17901742.wav	56448
common_voice_en_26565185.wav	95616
common_voice_en_26565187.wav	109440
common_voice_en_26964000.wav	129024
common_voice_en_26964090.wav	94464
common_voice_en_19735704.wav	95616
common_voice_en_19735705.wav	119040
common_voice_en_177711.wav	49152
common_voice_en_177712.wav	91392
common_voice_en_26955543.wav	103104
common_voice_en_26955546.wav	104832
common_voice_en_26659002.wav	167040
common_voice_en_26659003.wav	142272
common_voice_en_20273153.wav	77184
common_voice_en_20273155.wav	108288
common_voice_en_609240.wav	48000
common_voice_en_609251.wav	59520
common_voice_en_214715.wav	111360
common_voice_en_214716.wav	99840
common_voice_en_17269871.wav	41472
common_voice_en_17269872.wav	54912
common_voice_en_16659358.wav	111360
common_voice_en_16659359.wav	58752
common_voice_en_18828400.wav	149760
common_voice_en_18828401.wav	91008
common_voice_en_26960135.wav	113472
common_voice_en_26960140.wav	124992
common_voice_en_17813344.wav	120576
common_voice_en_17813347.wav	94080
common_voice_en_26945177.wav	74304
common_voice_en_26948303.wav	81216
common_voice_en_19613455.wav	111360
common_voice_en_19613456.wav	81408
common_voice_en_26970470.wav	111744
common_voice_en_26970472.wav	72000
common_voice_en_26957282.wav	100800
common_voice_en_26957296.wav	116352
common_voice_en_26963932.wav	115200
common_voice_en_26963936.wav	83520
common_voice_en_23776528.wav	90240
common_voice_en_23776529.wav	101760
common_voice_en_18276812.wav	72960
common_voice_en_18276842.wav	61056
common_voice_en_18181307.wav	51840
common_voice_en_18181326.wav	71424
common_voice_en_26984718.wav	50112
common_voice_en_26984797.wav	103680
common_voice_en_17274999.wav	58368
common_voice_en_17275001.wav	113280
common_voice_en_102955.wav	124416
common_voice_en_102956.wav	119040
common_voice_en_26932785.wav	66240
common_voice_en_26932786.wav	123264
common_voice_en_516191.wav	77952
common_voice_en_516193.wav	95232
common_voice_en_474449.wav	83328
common_voice_en_474450.wav	50304
common_voice_en_17249847.wav	88320
common_voice_en_17249848.wav	81792
common_voice_en_13483770.wav	38400
common_voice_en_13483785.wav	50688
common_voice_en_21265378.wav	82560
common_voice_en_21265383.wav	78720
common_voice_en_17261384.wav	93696
common_voice_en_17261386.wav	97536
common_voice_en_595872.wav	91008
common_voice_en_595873.wav	89088
common_voice_en_512007.wav	107136
common_voice_en_512011.wav	70272
common_voice_en_20529053.wav	168576
