/ASR_Kmeans/data/clips
common_voice_en_20800498.wav	80640	canada
common_voice_en_25185668.wav	100224	canada
common_voice_en_17981602.wav	67584	canada
common_voice_en_17854261.wav	54528	canada
common_voice_en_17819209.wav	62592	canada
common_voice_en_19932745.wav	84480	canada
common_voice_en_24014466.wav	77184	canada
common_voice_en_17736843.wav	68352	canada
common_voice_en_1531516.wav	97920	canada
common_voice_en_17356677.wav	134400	canada
common_voice_en_20047839.wav	110592	canada
common_voice_en_17990270.wav	61440	canada
common_voice_en_18034194.wav	73728	canada
common_voice_en_25367526.wav	72000	canada
common_voice_en_26949993.wav	133632	canada
common_voice_en_18958067.wav	53760	canada
common_voice_en_18864859.wav	149760	canada
common_voice_en_26948766.wav	113472	canada
common_voice_en_26948769.wav	115776	canada
common_voice_en_26516118.wav	80640	canada
common_voice_en_26516389.wav	93888	canada
common_voice_en_20258933.wav	95232	canada
common_voice_en_20258935.wav	70272	canada
common_voice_en_26346706.wav	74304	canada
common_voice_en_26346707.wav	116352	canada
common_voice_en_508297.wav	44160	canada
common_voice_en_508299.wav	49536	canada
common_voice_en_17831791.wav	74112	canada
common_voice_en_17831799.wav	46080	canada
common_voice_en_18345206.wav	48000	canada
common_voice_en_18345208.wav	76032	canada
common_voice_en_543775.wav	134400	canada
common_voice_en_543776.wav	124032	canada
common_voice_en_540648.wav	94080	canada
common_voice_en_540650.wav	62592	canada
common_voice_en_20009021.wav	114048	canada
common_voice_en_20009024.wav	103680	canada
common_voice_en_198423.wav	91392	canada
common_voice_en_198426.wav	62208	canada
common_voice_en_19050518.wav	107520	canada
common_voice_en_19050519.wav	155520	canada
common_voice_en_23393827.wav	59768	canada
common_voice_en_23605217.wav	110341	canada
common_voice_en_18213887.wav	88320	canada
common_voice_en_18213960.wav	55680	canada
common_voice_en_22251705.wav	77952	canada
common_voice_en_22251715.wav	32640	canada
common_voice_en_126404.wav	69120	canada
common_voice_en_126409.wav	90240	canada
common_voice_en_26966211.wav	104256	canada
common_voice_en_26966213.wav	109440	canada
common_voice_en_25476003.wav	81792	canada
common_voice_en_25476006.wav	114048	canada
common_voice_en_22936684.wav	100992	canada
common_voice_en_22936685.wav	135552	canada
common_voice_en_17779714.wav	140928	canada
common_voice_en_17779716.wav	97920	canada
common_voice_en_17779717.wav	95232	canada
common_voice_en_22951223.wav	68352	canada
common_voice_en_22951224.wav	86400	canada
common_voice_en_22951225.wav	113280	canada
common_voice_en_99414.wav	55680	canada
common_voice_en_99415.wav	59520	canada
common_voice_en_99416.wav	56064	canada
common_voice_en_19624951.wav	95232	canada
common_voice_en_19624957.wav	84096	canada
common_voice_en_19624959.wav	108672	canada
