/ASR_Kmeans/data/clips
common_voice_en_21679992.wav	96384	scotland
common_voice_en_17793521.wav	82560	scotland
common_voice_en_15734801.wav	68736	scotland
common_voice_en_19052379.wav	134016	scotland
common_voice_en_1323348.wav	78336	scotland
common_voice_en_1323349.wav	115200	scotland
common_voice_en_70721.wav	128256	scotland
common_voice_en_70723.wav	123648	scotland
common_voice_en_18183180.wav	55296	scotland
common_voice_en_18183185.wav	52224	scotland
common_voice_en_109015.wav	87168	scotland
common_voice_en_109017.wav	84480	scotland
common_voice_en_17647990.wav	55680	scotland
common_voice_en_17647993.wav	85632	scotland
common_voice_en_19650921.wav	141312	scotland
common_voice_en_19650923.wav	127872	scotland
common_voice_en_13689.wav	59520	scotland
common_voice_en_13690.wav	48384	scotland
common_voice_en_13691.wav	49920	scotland
common_voice_en_18244262.wav	65280	scotland
common_voice_en_18244264.wav	73728	scotland
common_voice_en_18244265.wav	84096	scotland
common_voice_en_17289231.wav	87936	scotland
common_voice_en_17289232.wav	46848	scotland
common_voice_en_17289233.wav	56832	scotland
common_voice_en_18183542.wav	90240	scotland
common_voice_en_18183544.wav	89088	scotland
common_voice_en_18183550.wav	61824	scotland
common_voice_en_500563.wav	96768	scotland
common_voice_en_500564.wav	72960	scotland
common_voice_en_500565.wav	56448	scotland
common_voice_en_20179571.wav	160128	scotland
common_voice_en_20179583.wav	131328	scotland
common_voice_en_20179585.wav	125952	scotland
common_voice_en_596794.wav	50688	scotland
common_voice_en_596795.wav	89472	scotland
common_voice_en_596796.wav	54144	scotland
common_voice_en_544965.wav	59904	scotland
common_voice_en_544966.wav	66816	scotland
common_voice_en_544967.wav	63360	scotland
common_voice_en_26968464.wav	116352	scotland
common_voice_en_26968466.wav	158976	scotland
common_voice_en_26968467.wav	141696	scotland
common_voice_en_26968469.wav	134784	scotland
common_voice_en_23785465.wav	72192	scotland
common_voice_en_23785466.wav	122880	scotland
common_voice_en_23785467.wav	140160	scotland
common_voice_en_23785468.wav	119040	scotland
common_voice_en_18456378.wav	91392	scotland
common_voice_en_18456379.wav	66432	scotland
common_voice_en_18456380.wav	46080	scotland
common_voice_en_18456382.wav	89472	scotland
common_voice_en_26951763.wav	134208	scotland
common_voice_en_26951766.wav	127296	scotland
common_voice_en_26951769.wav	85824	scotland
common_voice_en_26951771.wav	122112	scotland
common_voice_en_26973493.wav	143424	scotland
common_voice_en_26973494.wav	54720	scotland
common_voice_en_26973496.wav	80640	scotland
common_voice_en_26973500.wav	57024	scotland
common_voice_en_26948393.wav	93312	scotland
common_voice_en_26948417.wav	65664	scotland
common_voice_en_26948419.wav	93312	scotland
common_voice_en_26948427.wav	86400	scotland
common_voice_en_27173968.wav	65664	scotland
common_voice_en_27173969.wav	133632	scotland
common_voice_en_27173970.wav	100800	scotland
common_voice_en_27173971.wav	93312	scotland
common_voice_en_27173972.wav	71424	scotland
common_voice_en_19224053.wav	91008	scotland
common_voice_en_19224054.wav	79872	scotland
common_voice_en_19224055.wav	80640	scotland
common_voice_en_19224056.wav	88704	scotland
common_voice_en_19224057.wav	119040	scotland
common_voice_en_26996179.wav	86976	scotland
common_voice_en_26996180.wav	97344	scotland
common_voice_en_26996224.wav	108864	scotland
common_voice_en_26996225.wav	78912	scotland
common_voice_en_26996226.wav	121536	scotland
common_voice_en_19479113.wav	98688	scotland
common_voice_en_19479114.wav	73728	scotland
common_voice_en_19479115.wav	66816	scotland
common_voice_en_19479116.wav	116736	scotland
common_voice_en_19479117.wav	75648	scotland
common_voice_en_22924915.wav	122880	scotland
common_voice_en_22924916.wav	114432	scotland
common_voice_en_22924917.wav	95232	scotland
common_voice_en_22924918.wav	80640	scotland
common_voice_en_22924919.wav	122880	scotland
common_voice_en_22796493.wav	68736	scotland
common_voice_en_22796494.wav	72576	scotland
common_voice_en_22796496.wav	91392	scotland
common_voice_en_22796497.wav	87552	scotland
common_voice_en_22796498.wav	102912	scotland
common_voice_en_153887.wav	74496	scotland
